YEAR,MONTH,MONTH_BY_N,DAY,COUNTRY,STATE,STATECODE,KEY,DISTRICT,TOWN_CITY,VILLAGE,KILLED,INJURED,ARRESTS,DURATION_I,SOURCE,SOURCE_DAT,REPORTED_C,LOCAL_PREC,LINK_MADE_,OFFICIALS,OFFICIALS_,POLICE_VS_,DALIT_MUSL,TYPE_OF_PO,CODING_QUE,PROBABLE_C,RELIABILIT,NOTES
1981,August,8,1,India,Gujarat,GU,GU198108,Panchmahals,Godhra,,3,8,18,1,Times of India,"8/2/81, 8/3/81, 8/4/81",Cause Insufficiently Reported,Unknown,No,P.N. Writer (Gijarat IGP); Madhavsinh Solanki (Chief Minister); Prabodh Raval (Home Minister),,,no,Police,,Definite Case,5,"The clashing “Groups” are not identified. A later report: TOI 9/29/81, however classifies Godhra as Sindhi v. Muslim riots. I therefore enter it as a definite case."
1981,August,8,15,India,Uttar Pradesh,UP,UP198108,Banda,Banda,,,50,,1,Times of India,17/8/1981,Other; hoisting of national flag on disputed land,Other; Hoisting of national flag on disputed land.,No,,,,no,,,Yes-Strong Likelihood,4,"“Groups” not identified.  Strongly probable, however, because the clash occurred over “the hoisting of the national flag on a disputed piece of land in Mohalla Kotla. (TOI, 08/17/81)"
1981,August,8,23,India,Maharashtra,MA,MA198108,Ahmadnagar,Ahmadnagar,,,8,260,4,Times of India,"8/25/81, 8/26/81, 8/27/81, 8/28/81, 8/30/81",Public Rituals\Festivities (Other),"Other; objection by Hindu youths to attempt by Muslim youths to break the traditional ""dahi handi.""",No,Anil Kumar Lakheja (DC); S.K. Varma (Deputy Inspector General of police),,,no,Police,,Definite Case,5,"“Groups” not identified. Neighborhood: Ganj Bazar, Maliwadi, Sarjepura, Ghas Galli, Telikhunt, Chitale Road.Cause: “The trouble started after some Muslim yuths started three attempts to vreak a “dahi handi” (The prized earthen pot traditionally broken by youths after forming a human pyramid on gokulakshmi day.) Some Hindu youths did not like this and raised slogans as the fourth attempt was being made. ...Muslim youths had also contributed to the funds for the celebration of the day.” (TOI, 8/26/81)"
1981,August,8,26,India,Maharashtra,MA,MA198108, , ,Bhingar,,,,,Times of India,"8/25/81, 8/26/81, 8/27/81, 8/28/81, 8/30/81",Previous Violence (Communal),Unknown,Yes; Ahmadnagar riot, ,,,no, ,,Definite Case,5,See record on Ahmadnagar riot. This riot is mentioned in passing in TOI 8/27/81
1981,September,9,13,India,Gujarat,GU,GU198109,Vadodara (Baroda),Vadodara (Baroda),,1,30,30,4,Times of India,"9/14/81, 9/15/81, 9/16/81, 9/17/81, 9/29/81",Public Rituals\Festivities (Other),Religious Procession,No,"P.N. Writer (IGP), S.P. Cooper (DSP); Sanat Mehta (Gujarat finance minister); ChandraKant Patel (Deputy Labour Minister)",,,no,"Police, SRP",,Definite Case,5,"Neighborhood: LadwadaCause and Precipitating Event: “The clash followed pouring of dirty water ona “ganpati visarajan procession from some buildings in the area.” (TOI, 09/14/81)"
1981,September,9,18,India,Gujarat,GU,GU198109,Vadodara (Baroda),Vadodara (Baroda),,4,99,296,4,Times of India,"9/19/81, 9/20/81, 9/22/81, 9/22/81, 9/26/81, 9/29/81",Previous Violence (Communal); ,Visit by political leaders,No,"P.N. Writer (IGP), S.P. Cooper (DSP), Ashok Chawla (DC); Prabodh Raval (Home Minister)",,,no,"Police, SRP before",,Definite Case,5,"Very good analysis of the riot: TOI 9/29/81.  This article lists the following as the precipitating event for the  second riot: “The situation seemed to be returning to normal when the deputy ministers of the state government who were camping in the city decided to tour the riot-affected area of Baroda on September 15, two days after the trouble began.  Mr Markand Desai, the BJP MLA who was also present at the circuit house, was also invited to join.  The others in the group were Mr. C. N. patel, deputy minister for labour, Mr. Mohammad Baloach, deputy minister for law, Dr. Shirish Purohit, MLA and chief whip of the Congress I) legislature party, Mr. Mohjammad Patel, MLA from Broach, and Mr, Harivallab Parikh, Sarvodaya leader ... the visit was ill-advised and ill-timed....” The group was attacked by Muslim youths and the second spate of violence was sparked off.Neighburhood: Tarsali, Wadi Nani Sak market; Branpura; Navapura; Raopura Allegations of political enginnering; SRP bias; and RSS involvement."
1981,September,9,19,India,West Bengal,WB,WB198109,West Dinajpur,,Kona,9,100,220,1,Times of India,20/9/1981,Economic Interest (Land),Economic Interest (Land),No, ,,,no,Police,,Definite Case,5,“Communities” not identified. Dispute over land.
1981,September,9,21,India,Maharashtra,MA,MA198109,Ahmadnagar, ,Kopargaon,,150,142,1,Times of India,22/9/1981,Animal Slaughter (Cow),Animal Slaughter (Cow),No,Anil Kumar Lakhina (Collector),,,no,Police,Yes,Definite Case,5,"This is not characterized as a ‘communal’ or a group clash. However, the burning of a place of worship (TOIC 10/22/81) and the death of four cows (TOIC 10/24/81) leads me to categorize it as a definite case: “The violence erupted during a bandh on Manday, after the death of four cows which were later fund to have eaten insecticide-sprayed grass.” (TOI, 09/25/81)* Not clear whether Kopargaon is a village or town.  It is not listed in the atlas, but is referred to in the newsreport as a town.  I list it here as a village on the assumption that it would be in the atlas if it was a town."
1981,October,10,11,India,Madhya Pradesh,MP,MP198110,Bhopal,Bhopal,,,53,402,3,Times of India,"10/13/81, 10/15/81, 10/16/81",Public Rituals\Festivities (Dasara),Failure to agree over relocation of Durga idol,No,Subhash Tripathi (DIG),,Yes Police versus either Durga Puja workers or Muslims,no,Police,,Yes-Strong Likelihood,4,"This seems on the face of it, to be a Hindu-Police riot. It occurred after police and social workers failed to persuade the workers of the Samwara Durga Puja Samiti to relocate their Durga idol.  It is not clear, however whether the dissatisfied mob that attacked the police were dissatisfied Durga Puja workers or dissatisfied Muslims.Neighborhood: Kotwali (Peer Gate, Chowki Chowk) TOI 10/13/81"
1981,November,11,7,India,Madhya Pradesh,MP,MP198111,Shajapur,Shajapur,,,3,4,1,Times of India,9/11/1981,Public Rituals\Festivities (Other),Religious Procession,No,M.L. Jain (DIG),,,no,Police,,Definite Case,5,The clash took place “after a stone was thrown at a procession of one of the communities.” (TOI 11/9/81)
1981,November,11,8,India,Maharashtra,MA,MA198111,Bombay,Bombay,,,2,406,1,Times of India,"11/9/81, 11/10/81",Cause Not Reported,Unknown,No,"K.P. Medhekar (Commissioner), D. Ramachandran (Addtnl. Comm. of Police)",,,no,"Police, SRP",,Yes-Strong Likelihood,4,"“Groups” not identified.Neighborhood: Pyodhonie (janjikar street)Classified as strong rather than weak likelihood because the names of those injured (ToI, 11/10/81) are all Muslim and we have no reason to expect an intra-Muslim riot in Bombay.The no. of arrests 406 is a combined figure for those arrested in connection with this riot and the riot on Nov. 9 in the Dongri area."
1981,November,11,8,India,Bihar,BI,BI198111,Purnia,Bahadurgani,,2,12,,1,Times of India,10/11/1981,Public Rituals\Festivities (Other),Religious Procession,No,,,,no,,,Yes-Strong Likelihood,4,“Two persons were killed and at least 12 others injured when the police opened fire to quell a section of tazia processionists indulging in biolence at Bahdurganj in Purnea district yesterday.” (TOI 11/10/81) Note that this is not just police-Muslim but that the violence precedes police firing. 
1981,November,11,8,India,Bihar,BI,BI198111,West Champaran,,Dadda,,,,1,Times of India,10/11/1981,Public Rituals\Festivities (Other),Religious Procession,No,"R.N. Dash (Home Commissioner, Bihar Govt.)",,,no,Police,,Yes-Strong Likelihood,4,“Groups” not identified. “The police fired a few rounds to disperse clashing groups during a tazia procession.” (TOI 11/10/81)
1981,November,11,9,India,Maharashtra,MA,MA198111,Bombay,Bombay,,,,406,1,Times of India,10/11/1981,Previous Violence (Communal),Unknown,No,K.P. Medhekar (Commissioner),,,no,"Police, SRP",,Yes-Strong Likelihood,4,"“Groups” not identified.Neighborhood: Dongri, Masjid BunderClassified as strong probable because the names of those injured are all Muslim and we have no reason to expect an intra-Muslim riot in Bombay.  The previous violence in the reported cause is also probably but not definitely communal, since the previous riot is probably but not definitely communal.The 406 count of arrests includes arrests made on the 8th in Pyodhonie, Bombay."
1982,January,1,2,India,Uttar Pradesh,UP,UP198201,Meerut,Sardhana,,,3,8,1,Times of India,4/1/1982,Cause Insufficiently Reported,Private Quarrel,No,"Shambhu Nath (DM), M.C. Rawat (SSP), Shailendra Sagar (SP)",,,no,Police,No,Definite Case,5,TOI 1/4/82: Officials form a 22-member peace committee to deal with the situation. 
1982,January,1,10,India,Gujarat,GU,GU198201,Ahmadabad,Ahmadabad,,1,11,221,2,Times of India,"1/11/82, 1/12/82, 1/18/82",Public Rituals\Festivities (Other),Private Quarrel,No,"Prabodh Raval, State Home Minister",,,no,"Police, SRP",No,Yes-Strong Likelihood,4,"Neighborhood: Dariapur TOI 1/11/82, Kalupur TOI 1/12/82Cause and precipitating event: “The trouble began following a quarrel over kite flying in Nagina Police locality between two groups ...” (TOI 1/11/82)  Based on this, I list cause as Public rituals/Festivities (Makar Sakranti) and precipitating event as a private quarrel."
1982,January,1,26,India,Maharashtra,MA,MA198201,Pune,Pune,,,4,34,1,Times of India,28/1/1982,Enforcement of Hindu nationalist symbols,Compulsory singing of 'Vande Mataram',No,"Babanrao Padwal (Mayor), S. Ramamurthi (City Police Commissioner)",,,no,Police,,Yes-Strong Likelihood,4,"TOI 2/28/82: Neighborhood: Bhavani PethMeasures to reduce violence: peace committee formed. The riot followed a puja organized by the Patel Pavana Sangham, which accused a political party (unidentified) of patronising ‘the anti-social elements..’ (TOI 1/28/82)  (It is not clear however, whether Hindus and Muslims clashed here or whether it was simply a factional or other fight.)"
1982,February,2,13,India,Maharashtra,MA,MA198202,Pune ,Baramati,,,2,,3,Times of India,"2/14/82, 2/15/82. 2/22/82, 2/26/82, 2/20/82",Cause Insufficiently Reported,Unknown,"Yes; riots in Pune, Solapur and Pandharpur after VHP's unity procession",,,,no,,,Definite Case,5,"Hindu/Muslim riotAlthough this report (TOI 2/14/82) does not explicitly identify this as communal, later material on the Pune riots which took place at the same time does. That is why the Clash is marked ‘definite’. See TOI 2/15/82 not attacked as well as other Pune material for additional information."
1982,February,2,14,India,Maharashtra,MA,MA198202,Pune,Pune,,,36,343,3,Times of India,"2/15/82, 2/16/82, 2/18/82, 2/19/82, 2/20/82, 2/21/82, 2/22/82, 2/23/82, 2/24/82, 2/25/82, 3/22/82, 4/14/82, 4/20/82",Political (Agitation); Public Rituals/Festivities (other),Religious procession/demonstration,Yes; communal violence in Solapur on 2/15/82,S. Ramamurthy (police commissioner),,,no,Police,Yes,Definite Case,5,"Linked to communal violence in Solapur on Feb. 15Neighborhood: Khadasvasla, Farashkhana, Samarath, Nana Bhavani, Ganesh Peth (TOI 2/16/82)Coding question: The reported cause was a VHP “Hindu unity procession.” I have classified this as both political and religious.“The trouble started yesterday when the tail end of a 50,000 strong “Hindu rally march” organised by the Vishwa Hindu Parishad was allegedly attacked with stones.  The processionists, it is further alleged, changed the route on their  own and resorted to stone throwing and burning of hotels in the Decfan Gymkhana area.” ....”The Hindu Ekta Andolan (HEA) whose volunteers had joined the Abhiyan yesterday expressed dissatisfaction over the manner in which the procession was conducted by the Vishwa Hindu Parishad.  Their leader, Mr. Dhanjay Jagtap, told a press conference here this morning that he would dissociate himself in future from any Hindu unity programmes organised by the VHP or any other organization. “ TOI 2/16/82)Measures taken by officials: 1) National Security Act (NSA) used. 2) BJP municipal councillor detained 3) Shiv Sena leader detained 4) Ban on assemblies and processions. (TOI 2/18/82)"
1982,February,2,15,India,Maharashtra,MA,MA198202,Solapur,Solapur,,,5,350,3,Times of India,"2/16/82, 2/18/82, 2/19/82, 2/20/82, 2/21/82, 2/22/82, 2/23/82, 2/24/82, 2/25/82, 4/20/82",Public Rituals\Festivities (Other); Political (agitation),Religious Procession; Demonstration,Yes; Pune riots on the same day.,"Mr. Naravane (SP),Mohanrao Patil (District Collector); R. Raju (additional DIG)",,,no,,,Definite Case,5,Cause and Precipitating Event: VHP jan jagran abhiyan.  Patit Pawan Sanghathan (PPS) also implicated. (2/16/82)Neighbourhood: Tilak Chowk (TOI 2/16/82)
1982,February,2,20,India,Maharashtra,MA,MA198202,Solapur,Pandharpur,,,,,1,Times of India,"2/21/82,2/22/82, 2/25/82, 2/26/82",Cause Insufficiently Reported,Unknown,"Yes: Riots in Pune, Solapur and Baramati",,,,no,,,Definite Case,5,"See Xeroxes on Pune and Solapur.  Pandharpur is mentioned in those articles, but sufficient information is missing."
1982,March,3,9,India,Jammu and Kashmir,JK,JK198203,Srinagar,Anantnag,,,65,45,1,Times of India,"3/10/82, 3/11/82, 2/16/82",Political (Agitation),Demonstration,No,,,Yes Police versus Muslims,no,Police,,,,The violence developed out of clashes with the policeand members of 1) Pakistan People’s League 2) Mahaz Azade 3) Jamaat-e-Islam who were demanded a ban on sale of liquor and picketing  liquor shops owned by Kashmiri pandits and the government. Trouble started when police asked shopkeepers to open their shops. (TOI 3/11/82)
1982,March,3,19,India,Gujarat,GU,GU198203,Vadodara (Baroda),Vadodara (Baroda),,2,,152,3,Times of India,"3/20/82, 3/21/82, 3/22/82",Cause Insufficiently Reported,Unknown,No,,,,no,Police,,Yes-Strong Likelihood,4,Neighborhood: Panigate (TOI 3/20/82)
1982,March,3,23,India,Bihar,BI,BI198203,Purnia,Kishanganj,,,,4,1,Times of India,26/3/1982,Public Rituals\Festivities (Other),Religious Procession,No,"K.K. Das (DM), R. P. Singh (SP)",,,no,Police,,Yes-Strong Likelihood,4,
1982,April,4,14,India,Jammu and Kashmir,JK,JK198204,Srinagar,Srinagar,,1,,,1,Times of India,"4/15/82, 4/17/82",Political (Agitation),Demonstration,Yes,,,Yes Police versus Muslims,no,Police,,,,Links: Shooting at mosque in Jerusalem.TOI 4/14/82: “The mob was protesting against the Sunday firing by an Israeli at the Al Asqa mosque in Jerusalem in which one person had been killed.” TOI 4/17/82: Jamat e Islam and Jamiat e Tuluba involved. Also indication that shops belonging to minority community had been looted.
1982,April,4,17,India,Karnataka,KA,KA198204,Bangalore,Chitradurga,,3,32,,1,Times of India,"4/18/82, 4/19/82, 4/20/82, 4/21/82",Political (Education Related),Demonstration,NoYes: Statewide pro-kannada agitation,,,,no,,,Definite Case,5,"TOI 4/18/82: “At Chitradurga, a procession of Kannada agitators, who want th egokak committee report in this regard implemented, clashed with a minority linguisti group...There was a pitchfed battle between the rival sections.”TOI 4/18/82: “The pro-Kannada agitation finds writers, artistes and others among the paraticipants.  It becomes as a balkclash to the “save Urdu” campaign launched by Mr. F. M. Khan, Congress I MP and several Muslim organizations.”"
1982,April,4,26,India,Karnataka,KA,KA198204,,Bijapur,,,50,38,1,Times of India,"4/28/82, 4/29/82",Public Rituals\Festivities (Other),Religious Procession,No,K. Narayan (SP),,,no,"Police, BSF",,Definite Case,5,“A huge procession to celebrate Basava jayanti and Shivaji Jayanti was passing through Siddheshwar road when a fight broke out among some miscreants and the processionits at the tail end.” (TOI 4/27/82)
1982,April,4,26,India,Gujarat,GU,GU198204,Vadodara (Baroda),Vadodara (Baroda),,1,,10,1,Times of India,28/4/1982,Cause Insufficiently Reported,Unknown,No,,,,no,Police,,Yes-Strong Likelihood,4,Neighborhood: Panigate TOI 4/28/82
1982,April,4,26,India,Maharashtra,MA,MA198204,,,Shirathone,,4,,1,Times of India,28/4/1982,Public Rituals\Festivities (Other),Desecration of Religious Site/Symbol (Mosque),No,Narayan Swami (Deputy IGP),,,no,Police,,Yes-Strong Likelihood,4,"TOI 4/28/82: The riot happened when gulal was found sprinkled over a “place of worship.”   during a Shivaji Jayanti procfession.Although it seems likely, we cannot say for certainty that this is a mosque. "
1982,May,5,13,India,Gujarat,GU,GU198205,Vadodara (Baroda),Vadodara (Baroda),,,2,,1,Times of India,"5/14/82, 4/23/82",Private Quarrel,Private Quarrel,No,,,,no,Police,,Definite Case,5,TOI: 5/14/82: Neighborhood: Machipet
1982,June,6,1,India,Tamil Nadu,TN,TN198206,Tirunelveli,Kadaiyanallur,,,,,1,Times of India,10/6/1982,Cause Insufficiently Reported,Unknown,No,,,,no,Police,,Definite Case,5,TOI 6/10/82: Two clashing groups: Muslims and Harijans on one side and people of the Thevar community on the other. 
1982,June,6,3,India,Bihar,BI,BI198206,Patna,Phulwarisharif,,,,6,3,Times of India,"6/4/82, 6/7/82, 6/8/82, 6/14/82",Previous Violence (Communal),Unknown,No,D.N. Sahay(DIG),,,no,"Police, paramilitary",,Definite Case,5,"TOI 6/14/82 “Phulwarisharif a well known Muslim center of pilgrimage is a minority-dominated area with a sparkling of houses belonging to the majority community.”“The riot had its origins in an incident  on May 15, when a lamb owned by a Muslim butcher wandered into theholding of a member of the majority community. A few days late,, a member of the majority community was stabbed and each community blamed the other. A peace committee was formed but did not defuse the situation. However, CM Jagannath Misra disputes this account. Calling it a land dispute rather than a communal riot. “ (TOI6/13/82)"
1982,June,6,6,India,Andhra Pradesh,AP,AP198206,Rangareddi,Hyderabad,,1,8,,1,Times of India,5/6/1982,Public Rituals\Festivities (Other),Marriage Procession,No,T. Ponnaiah (Commissioner),,,no,Police,,Yes-Strong Likelihood,4,TOI 6/5/82: The clash followed an alleged attack on a marriage procession as it was passing through a place of worship.
1982,June,6,11,India,Tamil Nadu,TN,TN198206,Tirunelveli,Puliangudi,,9,,100,1,Times of India,"6/14/82, 6/15/82",Cause Not Reported,Unknown,Yes: Burning of place of worship in neighboring Meenakshipuram,,,,no,Police,,Definite Case,5,"TOI 6/15/82: Clash is identified as communal, it involves 1) caste Hindus 2) Harijans and 3) Muslims Figures for those injured and arrested combined for district."
1982,July,7,1,India,Maharashtra,MA,MA198207,Satara,Karad,,,1,25,2,Times of India,"7/3/82, 7/4/82, 7/5/82",Private Quarrel,Private Quarrel,No,"D.L. Daphale (DSP), B.R. Sawant (DC)",,,no,Police,,Definite Case,5,Neighborhood: Guruwar Peth (TOI 7/3/82)Causes: The riot spread following a quarrel between children and subsequent intervention by a Hindu ekta Andolan worker. TOI 7/4/82 (An earlier TOI report7/3/82 said the riot broker out after two persons quarrelled at a pan shop)5 Hindu Ekta Andolan workers were later taken into custody (TOI 7/6/82)
1982,July,7,3,India,Bihar,BI,BI198207,Monghyr,,"Chilka, Bangalwa",14,6,41,2,Times of India,"7/5/82, 7/12/82",Criminal,Attack,No,"Subhash Mukherjee (Bihar Chief Secy.), Rajiv Verma (addntl. superintendant), Jagannath Mishra (Chief Minister)",,,no,Police,,Yes,5,Bihar chief minister declares that the riot was not communal in nature. TOI 7/5/82Prominent villages disagree. I therefore list it as a probable (small likelihood). Not clear whether caste or Hindu-Muslim.
1982,July,7,6,India,Delhi,DE,DE198207,,Delhi,,,50,52,1,Times of India,8/7/1982,Private Quarrel,Private Quarrel,No,Surjit Singh (Additional Comm. Police),,,no,Police,,Definite Case,5,"neighborhood: Turkman Gate (TOI 7/8/82)Cause: TOI 7/8/82 “Riot Broke out after a number of persons went to the shop of Chander Bhan in the Chandani Mahal area after their evening prayers to ‘break their roza.’ When the shopkeepers took long in serving them, they moved to the nearby shop owned by Ashok. This led to a quarrel between at least two shop owners.....Several miscreants spread a rumor that a communal clash had occurred...Soon agitated members of both communities took to the narrow streets...”"
1982,July,7,25,India,Delhi,DE,DE198207,,Delhi,,2,,,2,Times of India,"7/27/82, 7/31/82, 8/1/82, 8/15/82",Cause Insufficiently Reported,Unknown,No,"Ajmer Singh Chauhan(additional commissioner of Police), Surjit Singh (ACP)",,,no,"Police, CRPF, DAP",,Definite Case,5,"Neighborhood: TOI 7/27/82: Lahori Gate, Hauz Khaz TOI 8/1/82: Chandni Mahal, Kamala Market, Jama MasjidTOI 7/31/82: Opposition members in parliament allege involvement by the ruling party naming Congress workers Kallu Bhagat, Kishen Swaroop, as taking active part in the riots. "
1982,July,7,,India,Uttar Pradesh,UP,UP198207,Aligarh,Aligarh,,,,40,1,Times of India,31/7/1982,Cause Insufficiently Reported,Unknown,No,,,,no,,,Yes-Strong Likelihood,4,Insufficiently reoprted. See xeroxes on Delhi riots.
1982,August,8,3,India,Gujarat,GU,GU198208,Vadodara (Baroda),Vadodara (Baroda),,,1,,1,Times of India,4/8/1982,Private Quarrel,Private Quarrel,No,R. Sibal (Police Commissioner),,,no,"Police, SRP",,Definite Case,5,TOI 8/4/82: Neighborhood: Yakutputra
1982,August,8,16,India,Assam,AS,AS198208,Kamrup,Goreswar,,1,,,1,Times of India,15/8/1982,Public Rituals\Festivities (Other),Procession,No,,,,no,,,Yes,5,
1982,September,9,2,India,Maharashtra,MA,MA198209,Nashik,Nashik,,1,2,25,1,Times of India,5/9/1982,Public Rituals\Festivities (Other),Religious Procession,No,,,,no,,,Yes-Strong Likelihood,4,Public procession: Ganapathi festival
1982,September,9,4,India,Karnataka,KA,KA198209,Bangalore,Bangalore,,1,,,1,Times of India,"9/5/82, 9/6/82",Legal Demolition/Attempted Legal Demolition (Place of Worship),Protest against police actions,No,,,Yes,no,Police,,Definite Case,5,"TOI 9/5/82: Neighborhood, Austin Down. TOI 9/6/82: ViveknagarTOI 5/9/82: C.M. Ibrahim, Congress I MLA, resigns from the Congress Legislative Party in protest."
1982,September,9,6,India,Uttar Pradesh,UP,UP198209,Meerut,Meerut,,11,40,491,6,Times of India,"9/8/82, 9/9/82, 9/10/82, 9/12/82, 9/14/82, 9/20/82, 9/27/82","Public Rituals/Festivities (Other), Construction of place of worship",several (see notes),No,"R.C. Takru (Home Secy.), Shambhu Nath (DM), R. K. Misra (Addntl. DM), A. N. Kaul (DIG), J.P. Rai (SSP)",,,no,"BSF, CRP, PAC, Civil Police",Yes,Definite Case,5,"tThree reported precipitating events: Visit by Imam Bukhari, Imam of jama Masjid; Desecration of mosque; stabbing of temple pujari (TOI 9/14/82)Neighborhood: Delhi Gate (TOI 9/8/82), Gujari Bazar, Brahmapuri, Bhomiq-ka-pul, Shahgasa (TOI 9/9/82)TOI 9/14/82: The longstanding cause of the dispute was a dispute over a place of worship under a pipal tree in Shahgasar, where one temple already stood. One community there wanted to construct a temple there, and another  a ‘mazar’. There had been skirmishes before on August 12th, a Janmashthami arti led to violence. The BJP leaders went to police station to demand the release of those men arrested by the police in connection with the incident. Since Aug. 12, an agreement was signed to respect the status quo. Imam’s visit on Sept. 5 raised the tension, as did incidents of meat being found in mosques. Violence erupted when the pujari of th temple was stabbed.(See article in TOI 9/14/82 for good analysis of the riot)TOI 9/27/82: Cong. I and BJP involvement alleged."
1982,September,9,29,India,Uttar Pradesh,UP,UP198209,,Meerut,,31,28,900,6,Times of India,"10/1/82, 10/2/82, 10/3/82, 10/4/82, 10/5/82, 10/6/82, 10/7/82, 10/8/82, 10/11/82, 10/12/82, 10/13/82, 10/15/82, 10/17/82, 10/21/82, 10/27/82, 10/25/82",Previous Violence (Communal),Unknown,No,"Shambhu Nath (DM), Sharma (addnt. DM), J.P. Rai (SSP), Pyarelal (SP), R.K. Mishra (addnt. DM, city), R.D. Tripathi (new SP), Shailendra Sagar (SP)",Yes,,no,"PAC, BSF, CRPF, ",,Definite Case,5,"Neighborhood: Azad Nagar, Gulzar Ibrahim, Islamabad, Sohrab Gate, Sari Bahleem, Podiwala, Prahlad Nagar, Guzri Bazar, Anantram-ka-chatta (TOI 10/1/82)Swami Para, Son Ganj (TOI 10/3/82), Bhumi-ka-pul (TOI 10/2/82)TOI 10/1/82: entry of Imam into Meerut banned.TOI 10/4/82: Newsreport lists R.D. Tripathi as the new superintendant of police (city) Not clear whom he replaces. Most likely Pyarelal.Not clear whether BSF, CRPF, PAC were all ordered in again, or whether they had been stationed in city since previous communal riot"
1982,October,10,2,India,Gujarat,GU,GU198210,Vadodara (Baroda),Vadodara (Baroda),,,2,,1,Times of India,3/10/1982,Cause Insufficiently Reported,Unknown,No,,,,no,,,Yes,5,Neighborhood: Fatehpura (TOI 10/3/82)
1982,October,10,23,India,Gujarat,GU,GU198210,Vadodara (Baroda),Vadodara (Baroda),,,30,,1,Times of India,"10/25/82, 10/29/82",Cause Insufficiently Reported,Unknown,No,,,,no,"Police, SRPF",,Definite Case,5,Neighborhood: Navpura (TOI 10/24/82)
1982,October,10,23,India,Maharashtra,MA,MA198210,Solapur,Solapur,,,,,1,Times of India,25/10/1982,Public Rituals\Festivities (Other),Namaz/puja/aarti,No,,,,no,,,Yes-Strong Likelihood,4,
1982,October,10,27,India,Gujarat,GU,GU198210,Sabarkantha,Himmatnagar,,,,43,2,Times of India,"10/29/82, 10/30/82",Public Rituals\Festivities (Other),,No,,,,no,,,Definite Case,5,"Cause and Precipitating Event: “”Police lobed 30 teargas shells to disperse rowds which indulged in arson, stoning, and looting immediately after the Tazia procession ended here on Thursday” (TOI 10/29/82)  see baroda xeroxes for additional information."
1982,October,10,27,India,Gujarat,GU,GU198210,Vadodara (Baroda),Vadodara (Baroda),,7,7,550,5,Times of India,"10/25/82, 10/29/82, 10/30/82, 11/31/82, 11/2/82, 11/3/82, 11/5/82",Public Rituals\Festivities (Other); Previous Violence (Communal),Religous Procession (?),No,"Ashok Chawla (Collector), Jaspal Singh (PC), Inderjit Vaishnav (Spec. IGP, CID) Y.B. Zhala (special IGP) , P.N. Writer (Gujarat DIG)",,,no,"Army, police, SRP",,Definite Case,5,"Cause: TOI 10/29/82: “Different versions are being given for the violence, which apparently broke out when a Tajia procession passing through Patel Phadia in the Fatehpura area was stoned. The other version is that it was a reaction to the stabbing which occurred on Saturday in which all the victims were from the same community.”Neighborhood: Narapura, Raopura, Karelibaug. (TOI 10/29/82)Fatehpura, Ladvada, Mandvi (TOI 10/29/82) Sultanpura, Yakubpura, (TOI 10/30/82), Wadi (11/1/82)"
1982,October,10,31,India,Gujarat,GU,GU198210,Mahesana,Kalol,,,,,2,Times of India,"11/2/82, 11/3/82",Cause Insufficiently Reported,Unknown,Yes,,,,no,Police,,Definite Case,5,
1982,November,11,15,India,Maharashtra,MA,MA198211,Pune,Daund,,,8,9,2,Times of India,18/11/1982,Cause Insufficiently Reported,Unknown,No,,,,no,Police,,Definite Case,5,
1982,November,11,20,India,Maharashtra,MA,MA198211,Nashik,Malegaon,,,19,,1,Times of India,"11/21/82, 11/22/82, 12/16/82",Political (Education Related),Bandh,No,"Govind Swarup (DM), G. Akashi (DIG)",,?,no,Police,,Yes-Strong Likelihood,4,"Not clear whether this  is a group clash or simply a police-Muslim affair. The reports refer to riots and widespread violence, but mention only police-Muslim encounters specifically.“The police had lobbed trear gas shells and imposed ucurfew in the town following the viiolent turn of an agitation by a group of Muslims protesting against certain “objectionable” references in an eighth standard history book."
1982,December,12,8,India,Gujarat,GU,GU198212,Vadodara (Baroda),Vadodara (Baroda),,,4,,,Times of India,"12/9/82, 12/10/82",Cause Insufficiently Reported,Unknown,No,,,,no,Police,,Yes-Strong Likelihood,4,"TOI 12/9/82: Neighborhood: Mandvi, Panigate, Babamanpura"
1982,December,12,13,India,Gujarat,GU,GU198212,Vadodara (Baroda),Vadodara (Baroda),,12,55,515,5,Times of India,"12/14/82, 12/15/82, 12/16/82, 12/17/82, 12/18/82, 12/19/82, 12/20/82, 12/22/82, 12/25/82, 12/26/82, 12/28/82, 12/30/82",Political (Agitation),Demonstration,No,P.N. Writer (DIG),Yes,,no,"Police before, SRP before, Army, BSF CRP",,Definite Case,5,Transferred official: Jaspal Singh (Police Commissioner)The precipitating event was a demonstration organized by the majority community to protest the transfer of Police commissioner Jaspal Singh (TOI 12/16/82). This led to communal clashes. 
1982,December,12,28,India,Kerala,KE,KE198212,Alappuzha,Alappuzha (alleppy),,,4,,1,Times of India,"12/29/82, 12/30/82, 12/31/82",Public Rituals\Festivities (Other),Religious Procession,No,,,Yes Police versus Muslims,no,Police,,,,“The police opened fire after Muslim processionists clashed with policemen at several places in Alleppey town....a large crowd of the Muslim community had colleced near the jama masjid this evening to celebrate the birth anniversary of Prophet Mohammed.” (TOI 12/29/82)
1982,December,12,29,India,Maharashtra,MA,MA198212,Thane,Bhiwandi,,,,,2,Times of India,31/12/1982,Public Rituals\Festivities (Other),Unknown,No,P. Ramachandran (Police Commissioner),,,no,,,Yes-Strong Likelihood,4,
